ensembl_gene_id	description	external_gene_name	gene_biotype
AT5G14870	Cyclic nucleotide-gated ion channel 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9LEQ3]	CNGC18	protein_coding
AT4G28780	GDSL esterase/lipase At4g28780 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVU5]		protein_coding
AT1G55325	RNA polymerase II transcription mediators [Source:TAIR;Acc:AT1G55325]	GCT	protein_coding
AT1G63460	Probable glutathione peroxidase 8 [Source:UniProtKB/Swiss-Prot;Acc:Q8LBU2]	GPX8	protein_coding
AT3G07400	F21O3.11 protein [Source:UniProtKB/TrEMBL;Acc:Q9SRS6]		protein_coding
AT1G74660	Mini zinc finger protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9CA51]	MIF1	protein_coding
AT1G55207	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G3Y8]		protein_coding
AT3G28007	Bidirectional sugar transporter SWEET4 [Source:UniProtKB/Swiss-Prot;Acc:Q944M5]	SWEET4	protein_coding
AT2G23910	At2g23910 [Source:UniProtKB/TrEMBL;Acc:O82219]		protein_coding
AT5G61150	Protein LEO1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9FNQ0]	VIP4	protein_coding
AT1G11220	T28P6.12 protein [Source:UniProtKB/TrEMBL;Acc:Q9SXA8]		protein_coding
AT3G22090	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G71470.2); Has 12 Blast hits to 12 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 12; Viruses - 0; Other Eukaryotes - 0 (source: /.../BLink). [Source:TAIR;Acc:AT3G22090]		protein_coding
AT3G50310	MKKK20 [Source:UniProtKB/TrEMBL;Acc:A0A178VGW0]	MAPKKK20	protein_coding
AT1G18990	Probable myosin-binding protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMC8]	MYOB5	protein_coding
AT1G12320	F5O11.5 [Source:UniProtKB/TrEMBL;Acc:Q9LNB3]		protein_coding
AT5G41610	Cation/H(+) antiporter 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFR9]	CHX18	protein_coding
AT1G08290	Zinc finger protein WIP3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGD1]	WIP3	protein_coding
AT2G12280	10-formyltetrahydrofolate synthetase [Source:UniProtKB/TrEMBL;Acc:Q9ZUP9]		protein_coding
AT3G60870	AT-hook motif nuclear-localized protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZX7]	AHL18	protein_coding
AT2G10615			protein_coding
AT3G57010	Protein STRICTOSIDINE SYNTHASE-LIKE 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1J7]	SSL8	protein_coding
AT3G20280	RING/FYVE/PHD zinc finger superfamily protein [Source:UniProtKB/TrEMBL;Acc:A8MQI3]		protein_coding
AT1G64255	MuDR family transposase [Source:UniProtKB/TrEMBL;Acc:F4I6P0]		protein_coding
AT3G27170	Chloride channel protein [Source:UniProtKB/TrEMBL;Acc:A0A178VKG6]	CLC-B	protein_coding
AT1G67130	F-box family protein [Source:TAIR;Acc:AT1G67130]		protein_coding
AT1G26260	Transcription factor bHLH76 [Source:UniProtKB/Swiss-Prot;Acc:Q9C670]	BHLH76	protein_coding
AT3G05470	Formin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A178VCE3]	FH11	protein_coding
AT2G42710	Putative uncharacterized protein At2g42710 [Source:UniProtKB/TrEMBL;Acc:Q8RWT4]		protein_coding
AT4G22030	F-box family protein with a domain of unknown function (DUF295) [Source:TAIR;Acc:AT4G22030]		protein_coding
AT5G10920	Argininosuccinate lyase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LEU8]		protein_coding
AT3G02430	F16B3.6 protein [Source:UniProtKB/TrEMBL;Acc:Q9M897]		protein_coding
AT3G47130	F-box associated ubiquitination effector family protein [Source:UniProtKB/TrEMBL;Acc:Q9SD60]		protein_coding
AT5G07060	Zinc finger CCCH domain-containing protein 53 [Source:UniProtKB/Swiss-Prot;Acc:Q9FL40]		protein_coding
AT2G20635	Mitotic checkpoint serine/threonine-protein kinase BUB1 [Source:UniProtKB/Swiss-Prot;Acc:F4IVI0]	BUB1	protein_coding
AT3G15060	Ras-related protein RABA1g [Source:UniProtKB/Swiss-Prot;Acc:Q9LK99]	RABA1G	protein_coding
AT4G00230	Subtilisin-like protease SBT4.14 [Source:UniProtKB/Swiss-Prot;Acc:Q9LLL8]	SBT4.14	protein_coding
AT3G28820	Mediator of RNA polymerase II transcription subunit-like protein, putative (DUF1216) [Source:UniProtKB/TrEMBL;Acc:Q9LH92]		protein_coding
AT2G33835	Protein FRIGIDA-ESSENTIAL 1 [Source:UniProtKB/Swiss-Prot;Acc:Q84VG7]	FES1	protein_coding
AT5G08480	VQ motif-containing protein 31 [Source:UniProtKB/Swiss-Prot;Acc:Q9FNP0]	VQ31	protein_coding
ATMG00280	Putative uncharacterized mitochondrial protein AtMg00280 [Source:UniProtKB/Swiss-Prot;Acc:P93292]	ORF110A	protein_coding
AT3G14190	Protein PATRONUS 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJG6]	PANS1	protein_coding
AT2G41310	Two-component response regulator ARR8 [Source:UniProtKB/Swiss-Prot;Acc:O80365]	ARR8	protein_coding
AT4G11890	Protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:F4JPT7]		protein_coding
AT2G02320	F-box protein PP2-B7 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVQ9]	PP2B7	protein_coding
AT5G20940	Beta-glucosidase-like protein [Source:UniProtKB/TrEMBL;Acc:Q8RWM4]		protein_coding
AT5G26749	Nucleic acid binding / zinc ion binding protein [Source:UniProtKB/TrEMBL;Acc:F4K1A9]		protein_coding
AT5G59970	Histone H4 [Source:UniProtKB/TrEMBL;Acc:A0A178VF54]		protein_coding
AT3G49380	IQ-domain 15 [Source:UniProtKB/TrEMBL;Acc:Q9SG11]	iqd15	protein_coding
AT3G01370	CRM-domain containing factor CFM2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8L7C2]	CFM2	protein_coding
AT3G15150	E3 SUMO-protein ligase MMS21 [Source:UniProtKB/Swiss-Prot;Acc:Q8GYH7]	MMS21	protein_coding
AT4G17540	Putative uncharacterized protein At4g17540 [Source:UniProtKB/TrEMBL;Acc:Q8RWF2]		protein_coding
AT1G77100	Peroxidase 13 [Source:UniProtKB/Swiss-Prot;Acc:O49293]	PER13	protein_coding
AT5G19010	Mitogen-activated protein kinase 16 [Source:UniProtKB/Swiss-Prot;Acc:Q8W4J2]	MPK16	protein_coding
AT4G17090	Beta-amylase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23553]	BAM3	protein_coding
AT5G60650	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FF54]		protein_coding
AT1G53490	E3 ubiquitin-protein ligase CCNB1IP1 homolog [Source:UniProtKB/Swiss-Prot;Acc:F4HRI2]	HEI10	protein_coding
AT3G44260	Probable CCR4-associated factor 1 homolog 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXM2]	CAF1-9	protein_coding
AT1G18160	Protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:F4IAN2]		protein_coding
AT5G02440	At5g02440 [Source:UniProtKB/TrEMBL;Acc:Q9LZ58]		protein_coding
AT4G00550	Digalactosyldiacylglycerol synthase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8W1S1]	DGD2	protein_coding
AT5G49920	At5g49920 [Source:UniProtKB/TrEMBL;Acc:Q9LTX8]		protein_coding
AT3G45450	ClpC-like protein [Source:UniProtKB/TrEMBL;Acc:Q9M1G2]		protein_coding
AT1G03730	At1g03730 [Source:UniProtKB/TrEMBL;Acc:Q1ECK0]		protein_coding
AT1G29180	Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:F4HZX5]		protein_coding
AT4G14210	15-cis-phytoene desaturase, chloroplastic/chromoplastic [Source:UniProtKB/Swiss-Prot;Acc:Q07356]	PDS	protein_coding
AT4G08395	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT4G08395]		protein_coding
AT4G19185	WAT1-related protein [Source:UniProtKB/TrEMBL;Acc:A0A178UVH6]		protein_coding
AT2G26400	acireductone dioxygenase 3 [Source:TAIR;Acc:AT2G26400]	ARD	protein_coding
AT1G42680	Myosin and kinesin motor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4I9H4]		protein_coding
AT5G40350	Transcription factor MYB24 [Source:UniProtKB/Swiss-Prot;Acc:Q9SPG9]	MYB24	protein_coding
AT2G35820	ureidoglycolate hydrolases [Source:TAIR;Acc:AT2G35820]		protein_coding
AT5G62170	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G51850.1); Has 381 Blast hits to 359 proteins in 81 species: Archae - 0; Bacteria - 16; Metazoa - 101; Fungi - 21; Plants - 99; Viruses - 3; Other Eukaryotes - 141 /.../ce: NCBI BLink). [Source:TAIR;Acc:AT5G62170]		protein_coding
AT2G33410	Putative RNA-binding protein [Source:UniProtKB/TrEMBL;Acc:O22791]		protein_coding
AT1G09680	Putative pentatricopeptide repeat-containing protein At1g09680 [Source:UniProtKB/Swiss-Prot;Acc:O04491]		protein_coding
AT5G50520	Major facilitator protein [Source:UniProtKB/TrEMBL;Acc:Q9LUF8]		protein_coding
AT5G58375	At5g58375 [Source:UniProtKB/TrEMBL;Acc:Q7XA76]		protein_coding
AT3G22640	Vicilin-like seed storage protein At3g22640 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUJ7]	PAP85	protein_coding
AT5G45260	Disease resistance protein RRS1 [Source:UniProtKB/Swiss-Prot;Acc:P0DKH5]	RRS1	protein_coding
AT5G36770	Protein of Unknown Function (DUF239) [Source:TAIR;Acc:AT5G36770]		protein_coding
AT5G61490	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FKH0]		protein_coding
AT1G34300	G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300 [Source:UniProtKB/Swiss-Prot;Acc:Q9XID3]		protein_coding
AT4G32620	Enhancer of polycomb-like transcription factor protein [Source:UniProtKB/TrEMBL;Acc:F4JV27]		protein_coding
AT3G20310	Ethylene-responsive transcription factor 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDE4]	ERF7	protein_coding
AT4G15180	Histone-lysine N-methyltransferase ATXR3 [Source:UniProtKB/Swiss-Prot;Acc:O23372]	ATXR3	protein_coding
AT1G70960	Putative F-box protein At1g70960 [Source:UniProtKB/Swiss-Prot;Acc:Q3ECE2]		protein_coding
AT1G63240	Putative uncharacterized protein At1g63240 [Source:UniProtKB/TrEMBL;Acc:Q949Y1]		protein_coding
AT5G28010	Polyketide cyclase/dehydrase and lipid transport superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K5S5]		protein_coding
AT5G58770	Dehydrodolichyl diphosphate synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q56Y11]		protein_coding
AT5G01590	Protein TIC 56, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q7Y1W1]	TIC56	protein_coding
AT1G76230	At1g76230 [Source:UniProtKB/TrEMBL;Acc:Q9SGR1]		protein_coding
AT2G17830	At2g17830 [Source:UniProtKB/TrEMBL;Acc:Q058M6]		protein_coding
AT1G01690	Putative recombination initiation defects 3 [Source:UniProtKB/TrEMBL;Acc:F4HU48]	ATPRD3	protein_coding
AT3G11040	Glycosyl hydrolase family 85 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSS8]		protein_coding
AT4G37095	unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). [Source:TAIR;Acc:AT4G37095]		protein_coding
AT5G14240	Putative uncharacterized protein At5g14240 [Source:UniProtKB/TrEMBL;Acc:Q9LYA5]		protein_coding
AT4G24715			protein_coding
AT3G51550	Receptor-like protein kinase FERONIA [Source:UniProtKB/Swiss-Prot;Acc:Q9SCZ4]	FER	protein_coding
AT1G03720	Cysteine proteinases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LR55]		protein_coding
AT3G59340	Solute carrier family 35 protein (DUF914) [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLD6]		protein_coding
AT5G61820	Putative uncharacterized protein At5g61820 [Source:UniProtKB/TrEMBL;Acc:Q8VZ21]		protein_coding
AT2G40260	Myb family transcription factor [Source:UniProtKB/TrEMBL;Acc:Q9SIZ5]		protein_coding
AT3G01950	At3g01950 [Source:UniProtKB/TrEMBL;Acc:Q9S721]		protein_coding
AT3G46970	Alpha-glucan phosphorylase 2, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:Q9SD76]	PHS2	protein_coding
AT1G09157	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:O80493]		protein_coding
AT5G24490	Putative 30S ribosomal protein [Source:UniProtKB/TrEMBL;Acc:Q94K97]		protein_coding
AT2G38320	Protein trichome birefringence-like 34 [Source:UniProtKB/Swiss-Prot;Acc:O80919]	TBL34	protein_coding
AT4G04840	MSRB6 [Source:UniProtKB/TrEMBL;Acc:A0A178V4R5]	MSRB6	protein_coding
AT1G79570	Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain [Source:UniProtKB/TrEMBL;Acc:Q9SAJ2]		protein_coding
AT5G16610	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G16610]		protein_coding
AT5G63905	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 12 growth stages; Has 30201 Blast hits to 17322 p /.../s in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G63905]		protein_coding
AT5G02700	Putative F-box/LRR-repeat protein At5g02700 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZ15]		protein_coding
AT1G78440	Gibberellin 2-beta-dioxygenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LEA2]	GA2OX1	protein_coding
AT3G22890	ATP sulfurylase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LIK9]	APS1	protein_coding
AT5G14550	At5g14550 [Source:UniProtKB/TrEMBL;Acc:B6IDH4]		protein_coding
AT1G11460	WAT1-related protein At1g11460 [Source:UniProtKB/Swiss-Prot;Acc:F4I8W6]		protein_coding
AT3G16020	F-box associated ubiquitination effector protein [Source:UniProtKB/TrEMBL;Acc:F4J1E9]		protein_coding
AT1G46984	Putative F-box protein At1g46984 [Source:UniProtKB/Swiss-Prot;Acc:Q9C627]		protein_coding
AT3G19500	Transcription factor bHLH113 [Source:UniProtKB/Swiss-Prot;Acc:Q9LT67]	BHLH113	protein_coding
AT3G20820	Leucine-rich repeat (LRR) family protein [Source:UniProtKB/TrEMBL;Acc:Q9LT39]		protein_coding
AT3G54990	AP2-like ethylene-responsive transcription factor SMZ [Source:UniProtKB/Swiss-Prot;Acc:Q6PV68]	SMZ	protein_coding
AT4G10780	Putative disease resistance protein At4g10780 [Source:UniProtKB/Swiss-Prot;Acc:O82484]		protein_coding
AT5G37360	AT5g37360/MNJ8_150 [Source:UniProtKB/TrEMBL;Acc:Q93Z11]		protein_coding
AT2G35585	At2g35585 [Source:UniProtKB/TrEMBL;Acc:Q8S8M7]		protein_coding
AT2G19520	NFC4 [Source:UniProtKB/TrEMBL;Acc:A0A178VX04]	MSI4	protein_coding
AT3G30220	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G43150.1); Has 30 Blast hits to 30 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 30; Viruses - 0; Other Eukaryotes - 0 (source: /.../BLink). [Source:TAIR;Acc:AT3G30220]		protein_coding
AT2G03560	F-box only protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZPS0]	FBX7	protein_coding
AT3G59295			protein_coding
AT2G26160	F-box protein At2g26160 [Source:UniProtKB/Swiss-Prot;Acc:Q1PEZ8]		protein_coding
AT1G64750	Probable 26S proteasome complex subunit sem1-1 [Source:UniProtKB/TrEMBL;Acc:F4I886]	ATDSS1(I)	protein_coding
AT3G63030	Methyl-CpG-binding domain-containing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYB9]	MBD4	protein_coding
AT2G35550	BPC7 [Source:UniProtKB/TrEMBL;Acc:A0A178W000]	BPC7	protein_coding
AT4G11130	RNA-dependent RNA polymerase 2 [Source:UniProtKB/Swiss-Prot;Acc:O82504]	RDR2	protein_coding
AT1G70810	Protein C2-DOMAIN ABA-RELATED 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SSL1]	CAR7	protein_coding
AT5G09860	THO complex subunit 1 [Source:UniProtKB/Swiss-Prot;Acc:Q93VM9]	THO1	protein_coding
AT4G18375	KH domain-containing protein At4g18375 [Source:UniProtKB/Swiss-Prot;Acc:P58223]		protein_coding
AT2G15900	Phox domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4IJE1]		protein_coding
AT2G05760	Nucleobase-ascorbate transporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHZ3]	NAT1	protein_coding
AT4G10910	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9SN61]		protein_coding
AT1G78090	Trehalose-phosphate phosphatase B [Source:UniProtKB/Swiss-Prot;Acc:Q9C9S4]	TPPB	protein_coding
AT5G20360	Protein PHOX3 [Source:UniProtKB/Swiss-Prot;Acc:F4K487]	Phox3	protein_coding
AT2G40370	Laccase-5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIY8]	LAC5	protein_coding
AT1G55200	Protein kinase, putative; 86372-89112 [Source:UniProtKB/TrEMBL;Acc:Q9C890]		protein_coding
AT1G17070	Septin and tuftelin-interacting protein 1 homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHG6]	STIPL1	protein_coding
AT3G55980	Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]	SZF1	protein_coding
AT3G21310	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein [Source:TAIR;Acc:AT3G21310]		protein_coding
AT2G24090	50S ribosomal protein L35, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ55]	RPL35	protein_coding
AT3G49480	Putative F-box/FBD/LRR-repeat protein At3g49480 [Source:UniProtKB/Swiss-Prot;Acc:Q9CA04]		protein_coding
AT2G14080	TIR-NBS-LRR class disease resistance protein [Source:UniProtKB/TrEMBL;Acc:F4IFF6]		protein_coding
AT1G05840	Aspartyl protease-like protein [Source:UniProtKB/TrEMBL;Acc:F4IAD5]		protein_coding
AT5G62620	Hydroxyproline O-galactosyltransferase GALT6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LV16]	GALT6	protein_coding
AT5G17090	Cystatin/monellin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LFJ4]		protein_coding
AT1G08010	GATA transcription factor 11 [Source:UniProtKB/Swiss-Prot;Acc:Q6DBP8]	GATA11	protein_coding
AT5G44820	At5g44820 [Source:UniProtKB/TrEMBL;Acc:Q147R7]		protein_coding
AT1G22890	AT1G22890 protein [Source:UniProtKB/TrEMBL;Acc:A0JQ18]		protein_coding
AT2G45610	Probable carboxylesterase 9 [Source:UniProtKB/Swiss-Prot;Acc:O64641]	CXE9	protein_coding
AT1G23830	At1g23830/F5O8_36 [Source:UniProtKB/TrEMBL;Acc:Q9ZUB2]		protein_coding
AT1G76510	ARID/BRIGHT DNA-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4I2F0]		protein_coding
AT5G53720	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FI04]		protein_coding
AT2G33670	MLO-like protein 5 [Source:UniProtKB/Swiss-Prot;Acc:O22815]	MLO5	protein_coding
AT1G32510	NAC011 [Source:UniProtKB/TrEMBL;Acc:A0A178WL27]	ANAC011	protein_coding
AT3G55900	F-box family protein [Source:TAIR;Acc:AT3G55900]		protein_coding
AT1G67500	recovery protein 3 [Source:TAIR;Acc:AT1G67500]	REV3	protein_coding
AT1G26350	T1K7.27 [Source:UniProtKB/TrEMBL;Acc:Q9FZC1]		protein_coding
AT1G73170	P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:TAIR;Acc:AT1G73170]		protein_coding
AT5G51330	Protein DYAD [Source:UniProtKB/Swiss-Prot;Acc:Q9FGN8]	DYAD	protein_coding
AT1G77140	VPS45 [Source:UniProtKB/TrEMBL;Acc:A0A178WPE4]	VPS45	protein_coding
AT1G07740	Pentatricopeptide repeat-containing protein At1g07740, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LQQ1]		protein_coding
AT4G30097	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT4G30097]		protein_coding
AT4G26500	SufE-like protein 1, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q84W65]	SUFE1	protein_coding
AT3G20270	Lipid-binding serum glycoprotein family protein [Source:UniProtKB/TrEMBL;Acc:F4JDK0]		protein_coding
AT1G48620	At1g48620 [Source:UniProtKB/TrEMBL;Acc:Q4V3D1]	HON5	protein_coding
AT1G74250	DNAJ protein JJJ1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9C911]	JJJ1	protein_coding
AT4G36400	D-2-hydroxyglutarate dehydrogenase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O23240]	D2HGDH	protein_coding
AT5G10240	Asparagine synthetase [glutamine-hydrolyzing] 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFU1]	ASN3	protein_coding
AT5G38130	At5g38130 [Source:UniProtKB/TrEMBL;Acc:Q6DBD5]		protein_coding
AT1G75660	5'-3' exoribonuclease 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FQ03]	XRN3	protein_coding
AT5G65950	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function /.../83, C-terminal (InterPro:IPR012880), Foie gras liver health family 1 (InterPro:IPR021773); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G65950]		protein_coding
AT5G49810	Methionine S-methyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q9LTB2]	MMT1	protein_coding
AT2G32200	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G32210.1); Has 131 Blast hits to 131 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 1; Plants - 130; Viruses - 0; Other Eukaryotes - 0 (sou /.../CBI BLink). [Source:TAIR;Acc:AT2G32200]		protein_coding
AT3G27355	Hop-interacting protein [Source:UniProtKB/TrEMBL;Acc:Q9LTZ3]		protein_coding
AT5G24390	At5g24390 [Source:UniProtKB/TrEMBL;Acc:Q9FIN3]		protein_coding
AT3G48425	DNA-(apurinic or apyrimidinic site) lyase [Source:UniProtKB/TrEMBL;Acc:A0A178VA84]	APE1L	protein_coding
AT2G27190	Fe(3+)-Zn(2+) purple acid phosphatase 12 [Source:UniProtKB/Swiss-Prot;Acc:Q38924]	PAP12	protein_coding
AT3G31925	Replication protein A 70 kDa DNA-binding subunit B-like protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LMB0]		protein_coding
AT1G06180	Transcription factor MYB13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LNC9]	ATMYB13	protein_coding
AT3G21240	Cinnamyl alcohol dehydrogenase [Source:UniProtKB/TrEMBL;Acc:B1GUZ3]	4CL2	protein_coding
AT5G09510	40S ribosomal protein S15-4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FY64]	RPS15D	protein_coding
AT4G20780	Calcium-binding protein CML42 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVG9]	CML42	protein_coding
AT3G10116	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family [Source:UniProtKB/TrEMBL;Acc:F4J2J7]		protein_coding
AT5G46150	Putative ALA-interacting subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q67YS6]	ALIS2	protein_coding
